gameId,teamAbbrev,homeRoadFlag,gameDate,goals,assists,commonName,opponentCommonName,gamesStarted,decision,shotsAgainst,goalsAgainst,savePctg,shutouts,pim,toi,opponentAbbrev,playerId,firstName,lastName
2023020576,WSH,R,2024-01-02,0,0,{'default': 'Capitals'},{'default': 'Penguins'},1,W,35,3,0.914286,0,0,60:00,PIT,8475311,Darcy,Kuemper
2023020696,WSH,H,2024-01-18,0,0,{'default': 'Capitals'},{'default': 'Blues'},1,W,20,2,0.9,0,0,60:00,STL,8479292,Charlie,Lindgren
2023020669,WSH,R,2024-01-14,0,0,{'default': 'Capitals'},{'default': 'Rangers'},1,L,31,2,0.935484,0,0,58:29,NYR,8479292,Charlie,Lindgren
2023020653,WSH,H,2024-01-13,0,0,{'default': 'Capitals'},{'default': 'Rangers'},1,W,27,2,0.925926,0,0,59:57,NYR,8479292,Charlie,Lindgren
2023020677,PIT,H,2024-01-15,0,0,{'default': 'Penguins'},{'default': 'Kraken'},1,W,22,0,1.0,1,0,60:00,SEA,8477465,Tristan,Jarry
2023020657,PIT,R,2024-01-13,0,0,{'default': 'Penguins'},{'default': 'Hurricanes'},1,O,35,3,0.914286,0,0,60:50,CAR,8477465,Tristan,Jarry
2023020612,PIT,H,2024-01-06,0,0,{'default': 'Penguins'},{'default': 'Sabres'},1,L,32,3,0.90625,0,0,58:18,BUF,8477465,Tristan,Jarry
2023020576,PIT,H,2024-01-02,0,0,{'default': 'Penguins'},{'default': 'Capitals'},1,,7,3,0.571429,0,0,13:02,WSH,8477465,Tristan,Jarry
2023020643,PIT,H,2024-01-11,0,0,{'default': 'Penguins'},{'default': 'Canucks'},1,,9,3,0.666667,0,0,20:00,VAN,8477968,Alex,Nedeljkovic
2023020622,PIT,R,2024-01-08,0,0,{'default': 'Penguins'},{'default': 'Flyers'},1,W,37,1,0.972973,0,0,60:00,PHI,8477968,Alex,Nedeljkovic
2023020589,PIT,R,2024-01-04,0,0,{'default': 'Penguins'},{'default': 'Bruins'},1,W,29,5,0.827586,0,0,60:00,BOS,8477968,Alex,Nedeljkovic
2023020582,NYI,R,2024-01-02,0,0,{'default': 'Islanders'},{'default': 'Avalanche'},1,,12,1,0.916667,0,0,14:52,COL,8473575,Semyon,Varlamov
2023020685,NYI,R,2024-01-16,0,0,{'default': 'Islanders'},{'default': 'Jets'},1,L,43,3,0.930233,0,0,58:16,WPG,8478009,Ilya,Sorokin
2023020676,NYI,R,2024-01-15,0,0,{'default': 'Islanders'},{'default': 'Wild'},1,L,32,3,0.90625,0,0,40:00,MIN,8478009,Ilya,Sorokin
2023020666,NYI,R,2024-01-13,0,0,{'default': 'Islanders'},{'default': 'Predators'},1,L,27,2,0.925926,0,0,59:53,NSH,8478009,Ilya,Sorokin
2023020646,NYI,H,2024-01-11,0,0,{'default': 'Islanders'},{'default': 'Maple Leafs'},1,W,35,3,0.914286,0,0,60:21,TOR,8478009,Ilya,Sorokin
2023020628,NYI,H,2024-01-09,0,0,{'default': 'Islanders'},{'default': 'Canucks'},1,L,33,4,0.878788,0,0,59:50,VAN,8478009,Ilya,Sorokin
2023020616,NYI,R,2024-01-06,0,0,{'default': 'Islanders'},{'default': 'Golden Knights'},1,L,30,5,0.833333,0,0,60:00,VGK,8478009,Ilya,Sorokin
2023020597,NYI,R,2024-01-04,0,0,{'default': 'Islanders'},{'default': 'Coyotes'},1,W,27,1,0.962963,0,0,60:00,ARI,8478009,Ilya,Sorokin
2023020644,NJD,R,2024-01-11,0,0,{'default': 'Devils'},{'default': 'Lightning'},1,O,20,4,0.8,0,0,61:52,TBL,8477970,Vitek,Vanecek
2023020602,NJD,H,2024-01-05,0,0,{'default': 'Devils'},{'default': 'Blackhawks'},1,W,25,2,0.92,0,0,59:51,CHI,8477970,Vitek,Vanecek
2023020690,NJD,H,2024-01-17,0,0,{'default': 'Devils'},{'default': 'Canadiens'},1,L,25,3,0.88,0,0,58:14,MTL,8482076,Nico,Daws
2023020671,NJD,R,2024-01-15,0,0,{'default': 'Devils'},{'default': 'Bruins'},1,L,35,2,0.942857,0,0,58:05,BOS,8482076,Nico,Daws
